"Token", "Item Name", "Description", "Category", "SKU", "Variation Name", "Price", "Enabled Fraser Highland Shoppe", "Current Quantity Fraser Highland Shoppe", "New Quantity Fraser Highland Shoppe", "Stock Alert Enabled Fraser Highland Shoppe", "Stock Alert Count Fraser Highland Shoppe", "Price Fraser Highland Shoppe", "Enabled DEVEL", "Current Quantity DEVEL", "New Quantity DEVEL", "Stock Alert Enabled DEVEL", "Stock Alert Count DEVEL", "Price DEVEL", "Tax - GST (5%)"
,"Pipers Glen size 7 1/4 (58cm)","This Plain Glengarry is black in color with a red tourie.

Glengarry (also Glengarry bonnet or Glengarry cap) is a boat-shaped cap without a peak made of thick-milled woollen material with a toorie or bobble on top and ribbons hanging down behind. ",Headwear,U-glen7.25,Regular,52.38,Y,0,0,Y,0,,N,,,,,,Y
,"Pipers Glen size 7 1/8 (57cm)","This Plain Glengarry is black in color with a red tourie.

Glengarry (also Glengarry bonnet or Glengarry cap) is a boat-shaped cap without a peak made of thick-milled woollen material with a toorie or bobble on top and ribbons hanging down behind. ",Headwear,U-glen7.1,Regular,52.38,Y,0,0,Y,0,,N,,,,,,Y
,"Pipers Glen size 7 3/8 (59cm)","This Plain Glengarry is black in color with a red tourie.

Glengarry (also Glengarry bonnet or Glengarry cap) is a boat-shaped cap without a peak made of thick-milled woollen material with a toorie or bobble on top and ribbons hanging down behind. ",Headwear,U-glen7.3,Regular,52.38,Y,0,0,Y,0,,N,,,,,,Y
,"Pipers Glen size 7 5/8 (61cm)","This Plain Glengarry is black in color with a red tourie.

Glengarry (also Glengarry bonnet or Glengarry cap) is a boat-shaped cap without a peak made of thick-milled woollen material with a toorie or bobble on top and ribbons hanging down behind. ",Headwear,U-glen61,Regular,52.38,Y,6,6,Y,0,,N,,,,,,Y
,"Pipers Glen size 7.5 (60cm)","This Plain Glengarry is black in color with a red tourie.

Glengarry (also Glengarry bonnet or Glengarry cap) is a boat-shaped cap without a peak made of thick-milled woollen material with a toorie or bobble on top and ribbons hanging down behind. ",Headwear,U-glen75,Regular,52.38,Y,2,2,Y,1,,N,,,,,,Y
,"Pipers Glen size 7.75 (62cm)","This Plain Glengarry is black in color with a red tourie.

Glengarry (also Glengarry bonnet or Glengarry cap) is a boat-shaped cap without a peak made of thick-milled woollen material with a toorie or bobble on top and ribbons hanging down behind. ",Headwear,U-glen775,Regular,52.38,Y,4,4,Y,0,,N,,,,,,Y
,"Pipers Glen size 8 (64cm)","This Plain Glengarry is black in color with a red tourie.

Glengarry (also Glengarry bonnet or Glengarry cap) is a boat-shaped cap without a peak made of thick-milled woollen material with a toorie or bobble on top and ribbons hanging down behind. ",Headwear,U-glen8,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Red 3 Inch Feather Hackle","Red 3 Inch Feather Hackle",Headwear,hackle-3-red,Regular,19.05,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Black","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-b,Regular,52.38,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Black Size 7","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. This one comes with",Headwear,u-balmoral-b-7,Regular,52.38,Y,0,0,Y,1,,N,,,,,,Y
,"Scottish Balmoral Hat, Black Watch Size 7","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-bw-7,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Black Watch Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-bw-75,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Diced Black","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. This one comes with",Headwear,u-balmoral-d,Regular,52.38,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Diced Black","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. This one comes with",Headwear,u-balmoral-d-65,Regular,52.38,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Diced Black Size 7","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. This one comes with",Headwear,u-balmoral-d-7,Regular,52.38,Y,1,1,Y,1,,N,,,,,,Y
,"Scottish Balmoral Hat, Diced Black Size 7.25","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. This one comes with",Headwear,u-balmoral-d-725,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Diced Black Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. This one comes with",Headwear,u-balmoral-d-75,Regular,52.38,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Diced Black Size 7.75","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. This one comes with",Headwear,u-balmoral-d-775,Regular,52.38,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Green Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-green-75,Regular,52.38,Y,2,2,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Honor of Scotland Size 7","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-hos-7,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Honor of Scotland Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-hos-75,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Maroon Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-mar-75,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Navy Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-navy-75,Regular,52.38,Y,2,2,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Royal Blue Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-royal-75,Regular,52.38,Y,4,4,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Royal Stewart Size 7","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-rs-7,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Royal Stewart Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-rs-75,Regular,52.38,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Balmoral Hat, Tan Size 7.5","The Balmoral hat has a long, proud history in traditional Scottish dress. A modern version of the famous &#039;blue bonnet&#039; worn by the fierce highlanders, the Balmoral is a dramatic hat best worn with fully formal highland dress. ",Headwear,u-balmoral-tan-75,Regular,52.38,Y,2,2,Y,0,,N,,,,,,Y
,"See You Jimmy Hat - Blue","Wi a hat like this - Ye canna miss !!!"" Stand out in a crowd with this famous See You Jimmy tartan Hat with ginger hair imitation. Great for parties and football matches. Made In Scotland. Fibre Contents 100% Acrylic. In a MacKenzie tartan pattern. ",Headwear,u-jh-Blue,Regular,10.00,Y,0,0,Y,0,,N,,,,,,Y
,"See You Jimmy Hat - MacKenzie","Wi a hat like this - Ye canna miss !!!"" Stand out in a crowd with this famous See You Jimmy tartan Hat with ginger hair imitation. Great for parties and football matches. Made In Scotland. Fibre Contents 100% Acrylic. In a MacKenzie tartan pattern. ",Headwear,u-jh-mk,Regular,10.00,Y,0,0,Y,0,,N,,,,,,Y
,"See You Jimmy Hat - Red","Wi a hat like this - Ye canna miss !!!"" Stand out in a crowd with this famous See You Jimmy tartan Hat with ginger hair imitation. Great for parties and football matches. Made In Scotland. Fibre Contents 100% Acrylic. In a MacKenzie tartan pattern. ",Headwear,u-jh-Red,Regular,10.00,Y,0,0,Y,0,,N,,,,,,Y
,"See You Jimmy Hat - Royal Stewart","Wi a hat like this - Ye canna miss !!!"" Stand out in a crowd with this famous See You Jimmy tartan Hat with ginger hair imitation. Great for parties and football matches. Made In Scotland. Fibre Contents 100% Acrylic. In a Stewart tartan pattern. ",Headwear,u-jh-rs,Regular,10.00,Y,0,0,Y,0,,N,,,,,,Y
,"See You Jimmy Hat - Yellow","Wi a hat like this - Ye canna miss !!!"" Stand out in a crowd with this famous See You Jimmy tartan Hat with ginger hair imitation. Great for parties and football matches. Made In Scotland. Fibre Contents 100% Acrylic. In a MacKenzie tartan pattern. ",Headwear,u-jh-Yellow,Regular,10.00,Y,0,0,Y,0,,N,,,,,,Y
,"St Andrew Cap Badge","St Andrew Cap Badge Chrome finish.
MEASURES 1"" (2.5CM) x 2"" (5CM).
Pin at the back to secure it onto your hat. ",Headwear,badge-andrew,Regular,19.05,Y,11,11,Y,0,,N,,,,,,Y
,"St Andrew Cap Badge w/ Belt","St Andrew Cap Badge Chrome finish.
MEASURES 2"" (5cm) x 2"" (5cm).
Pin at the back to secure it onto your hat. ",Headwear,badge-belt-andrew,Regular,19.05,Y,1,1,Y,0,,N,,,,,,Y
,"Stag Cap Badge w/ Belt","Stag Cap Badge Chrome finish.
MEASURES 1.5"" (4CM) x 1.5"" (4CM). ",Headwear,badge-belt-stag,Regular,19.05,Y,11,11,Y,0,,N,,,,,,Y
,"Thistle Cap Badge","Thistle Cap Badge Chrome finish.
MEASURES 1.5"" (4CM) x 1.5"" (4CM). ",Headwear,badge-thistle,Regular,19.05,Y,0,0,Y,1,,N,,,,,,Y
,"Thistle Cap Badge w/ Belt","Thistle Cap Badge Chrome finish.
MEASURES 2"" (5CM) x 2"" (5CM)",Headwear,badge-belt-thistle,Regular,19.05,Y,11,11,Y,0,,N,,,,,,Y
,"White 3 Inch Feather Hackle","White 3 Inch Feather Hackle",Headwear,hackle-3-white,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"White over Red 3 Inch Feather Hackle","White over Red 3 Inch Feather Hackle",Headwear,hackle-3-white-red,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Yellow 3 Inch Feather Hackle","Yellow 3 Inch Feather Hackle",Headwear,hackle-3-yellow,Regular,19.05,Y,0,0,Y,1,,N,,,,,,Y
,"5 Yard Highland Dance Kilt up to waist 30","5 Yard Highland Dance Kilt up to waist 30

Knife Pleat to the main stripe, Double Fringe for waists up to 30 inches
","Highland Dance",hd-kilt-youth-30,Regular,547.62,Y,0,0,Y,1,,N,,,,,,Y
,"Boys Highland Dance Vest","Boys Highland Dance Vest","Highland Dance",hd-vest-boys,Regular,45.00,Y,1,1,Y,1,,N,,,,,,Y
,"Boys Irish Jig Costume","Boys Highland Dance Irish Jig Costume","Highland Dance",hd-jigBoy,Regular,160.00,Y,0,0,Y,1,,N,,,,,,Y
,"Child Prince Charlie and 3 button vest (Special Order)","Child Highland Dance Prince Charlie Jacket. Included is the 3 button vest.

Options include Epaulette style (flat, braid), size (38-56), sleeve (short, reg, long).

This is a SPECIAL ORDER item.","Highland Dance",hd-prince-charlie-3b,Regular,200.00,Y,0,0,Y,1,,N,,,,,,Y
,"Dream Duffel AccBox Black","Dream Duffel AccBox Black","Highland Dance",DreamDuffel-AccBox-Black,Regular,15.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Attitude","Dream Duffel Attitude","Highland Dance",DreamDuffel-Attitude,Regular,50.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Backpack A Black","Dream Duffel Backpack A Black","Highland Dance",DreamDuffel-Backpack-A-Black,Regular,70.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Backpack B Black","Dream Duffel Backpack B Black","Highland Dance",DreamDuffel-Backpack-B-Black,Regular,75.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Backpack B Pink","Dream Duffel Backpack B Pink","Highland Dance",DreamDuffel-Backpack-B-Pink,Regular,75.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Backpack B Purple","Dream Duffel Backpack B Purple","Highland Dance",DreamDuffel-Backpack-B-Purple,Regular,75.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel CaddyBag Black","Dream Duffel CaddyBag Black","Highland Dance",DreamDuffel-CaddyBag-Black,Regular,35.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Change Tent","Dream Duffel Change Tent","Highland Dance",DreamDuffel-Change-Tent,Regular,115.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Garment Bag","Dream Duffel Garment Bag","Highland Dance",DreamDuffel-Garment-Bag,Regular,45.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Garment Bag Gusset","Dream Duffel Garment Bag Gusset","Highland Dance",DreamDuffel-Garment-Bag-Gusset,Regular,50.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Garment Bag Short","Dream Duffel Garment Bag Short","Highland Dance",DreamDuffel-Garment-Bag-Short,Regular,40.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Hangers3 Black","Dream Duffel Hangers3 Black","Highland Dance",DreamDuffel-Hangers3-Black,Regular,15.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Hanging Black","Dream Duffel Hanging Black","Highland Dance",DreamDuffel-Hanging-Black,Regular,40.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Large Bag Black","Dream Duffel Large Bag Black","Highland Dance",DreamDuffel-Black-Large,Regular,200.00,Y,2,2,Y,0,,N,,,,,,Y
,"Dream Duffel Large Bag Black Package","Dream Duffel Large Bag Black Package","Highland Dance",DreamDuffel-Black-Large-Package,Regular,270.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Medium Bag Black Package","Dream Duffel Medium Bag Black Package","Highland Dance",DreamDuffel-Black-Medium-Package,Regular,240.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Recital Bag Black","Dream Duffel Recital Bag Black","Highland Dance",DreamDuffel-Recital-Black-Small,Regular,200.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel RollUp Black","Dream Duffel RollUp Black","Highland Dance",DreamDuffel-RollUp-Black,Regular,35.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Small Bag Black","Dream Duffel Small Bag Black","Highland Dance",DreamDuffel-Black-Small,Regular,230.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Small Bag Black Package","Dream Duffel Small Bag Black Package","Highland Dance",DreamDuffel-Black-Small-Package,Regular,245.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Small Bag Silver","Dream Duffel Small Bag Silver","Highland Dance",DreamDuffel-Silver-Small,Regular,260.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dream Duffel Stool Black","Dream Duffel Stool Black","Highland Dance",DreamDuffel-Stool-Black,Regular,20.00,Y,0,0,Y,0,,N,,,,,,Y
,"Garment Bag Embroidered","Garment Bag Embroidered","Highland Dance",garmentbagem,Regular,15.00,Y,5,5,Y,7,,N,,,,,,Y
,"Highland Dance Elastic Laces","36"" long elastic laces for Highland Dance Shoes","Highland Dance",HD-Elasticlaces,Regular,3.00,Y,7,7,Y,2,,N,,,,,,Y
,"Highland Dance Garter","Highland Dance Garter","Highland Dance",hd-garter,Regular,5.00,Y,0,0,Y,2,,N,,,,,,Y
,"Highland Dance Jacket","100% cotton velvet vest with braid and thistle buttons for highland dance","Highland Dance",HD-HighlandJacket,Regular,250.00,Y,0,0,Y,1,,N,,,,,,Y
,"Highland Dance Practice Skirt ","Practice skirt made from broadcloth with elastic waist","Highland Dance",HD-PracticeSkirt,Regular,25.00,Y,0,0,Y,0,,N,,,,,,Y
,"Highland Dance Practice Swords","A pair of Highland Dance Practice Swords so that you may practice dancing the Sword.","Highland Dance",hd-sword-practice,Regular,120.00,Y,4,4,Y,1,,N,,,,,,Y
,"Highland Dance Vest","100% cotton velvet vest with braid and thistle buttons for highland dance","Highland Dance",HD-HighlandVest,Regular,140.00,Y,0,0,Y,0,,N,,,,,,Y
,"Highland Irish Jig Dress","Red/Green Jig Dress Custom sizing and color patterns.","Highland Dance",HD-JigDress,Regular,75.00,Y,0,0,Y,1,,N,,,,,,Y
,"Highland National Lilt Dress","White dress used for National dances","Highland Dance",HD-LiltDress,Regular,75.00,Y,0,0,Y,0,,N,,,,,,Y
,"Highland National Lilt Shawl","Shawl to go with your Lilt Dress","Highland Dance",hd-shawl,Regular,60.00,Y,0,0,Y,0,,N,,,,,,Y
,"Highland National Vest","Velvet vest with petals and trim","Highland Dance",HD-NationalVest,Regular,140.00,Y,0,0,Y,0,,N,,,,,,Y
,"Hornpipe Hat","Hornpipe Hat, Round.  Sizes are available between 51 and 59cm.","Highland Dance",hd-hat-hornpipe,Regular,59.00,Y,0,0,Y,0,,N,,,,,,Y
,"Hornpipe Hat Oval Size 51","Hornpipe Hat, Oval.  Sizes are available between 51 and 59cm.","Highland Dance",hd-hat-hornpipe-O-51,Regular,59.00,Y,1,1,Y,1,,N,,,,,,Y
,"Hornpipe Hat Oval Size 55","Hornpipe Hat, Oval.  Sizes are available between 51 and 59cm.","Highland Dance",hd-hat-hornpipe-O-55,Regular,59.00,Y,0,0,Y,1,,N,,,,,,Y
,"Hornpipe Hat Oval Size 59","Hornpipe Hat, Oval.  Sizes are available between 51 and 59cm.","Highland Dance",hd-hat-hornpipe-O-59,Regular,59.00,Y,1,1,Y,1,,N,,,,,,Y
,"Hornpipe Hat size 51","Hornpipe Hat, Round.  Sizes are available between 51 and 59cm.","Highland Dance",hd-hat-hornpipe-51,Regular,59.00,Y,0,0,Y,0,,N,,,,,,Y
,"Hornpipe Hat size 59","Hornpipe Hat, Round.  Sizes are available between 51 and 59cm.","Highland Dance",hd-hat-hornpipe-59,Regular,59.00,Y,0,0,Y,0,,N,,,,,,Y
,"Hornpipe Hat, Round","Hornpipe Hat.

Available in sizes 51-59cm (circumference of head)","Highland Dance",hd-hat-hornpipe-r,Regular,59.00,Y,0,0,Y,0,,N,,,,,,Y
,"Knee High Grey Socks","Knee High Grey Socks","Highland Dance",sock-knee-grey,Regular,6.19,Y,5,5,Y,1,,N,,,,,,Y
,"Knee High White Socks","Knee High White Socks","Highland Dance",sock-knee-white,Regular,6.19,Y,0,0,Y,2,,N,,,,,,Y
,"Laces for Ghillie Dance Shoes","Laces for Ghillie Dance Shoes","Highland Dance",HD-Laces-Ghillie,Regular,5.00,Y,2,2,Y,1,,N,,,,,,Y
